,RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO,TIPO,ENTRADA_x,SEM,SEM_R,SEM_D,SEMESTRE,ENTRADA_y
640,1811562782,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.5,4.6,5.5,3.9,4.9,5,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
641,1811562783,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.4,4,5,4.4,4.4,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
642,1811562784,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.2,4.6,7,5.7,6,5.2,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
643,1811562785,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,10,10,10,10,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
644,1811562791,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.2,7.3,7.5,6.5,7.1,6.8,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
645,1811562798,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,5.9,6.5,7,7,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
646,1811562800,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.3,1.1,4,2.6,2.6,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
647,1811562826,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,0,3,0.6,0.6,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
648,1811562851,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.5,0,0,0.2,0.2,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
649,1811562854,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.5,7.7,8,7.7,7.7,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
650,1811563331,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,10,10,10,10,10,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
651,1811563332,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,2.6,6.3,7.5,5.1,7,7.4,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
652,1811563342,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,3.5,4.2,3.5,3.8,3.8,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
653,1811563625,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0.7,0,0,0.3,0.3,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
654,1811563668,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,6.2,7.7,7,7,7,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
655,1811563801,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,10,10,10,10,10,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
656,1811563804,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.8,4,7.5,7,7,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
657,1811563822,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,4.3,9.8,7.5,7.1,7.1,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
658,1811563839,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,7,3.5,6.4,7.5,9.7,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
659,1811563861,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,1.3,8.1,7.5,5.3,8.1,8.5,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
660,1811563869,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.4,9.6,8,9.2,9.2,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
661,1811563885,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.1,3.5,5.5,4.9,7,8.6,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
662,1811563915,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,6.2,8.8,5,7,7,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
663,1811563963,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.1,4.5,8,6.2,7,6.5,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
664,1811563969,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,4.3,6.4,7,5.7,5.7,2,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
665,1811564011,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.4,2.4,5,3.3,3.3,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
666,1811564012,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,4.5,2,3.5,3.3,3.3,0,0,,2018.2,MT,,,,,,
667,1811564014,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,4.7,4.9,7.5,5.3,7,8.9,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
668,1811564015,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.5,0.7,3,1.1,1.1,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
669,1811564017,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,1.3,1.1,5,2,2,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
670,1811564021,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,4.5,4,4,4.2,4.2,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
671,1811564067,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.6,5.8,10,7.4,7.4,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
672,1811564869,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.6,4.6,8,5.7,7.2,8.4,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
673,1811562586,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.5,9.5,6.1,7.6,7.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
674,1811562591,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,10,8.5,0,7.4,7.4,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
675,1811562595,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.3,8.5,5.2,6.6,7.2,7,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
676,1811562596,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,10,10,7.4,9.5,9.5,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
677,1811562609,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,8.5,10,6.1,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
678,1811562610,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.5,8.5,6.1,6.8,7,6,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
679,1811562612,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,9,4,7.2,7.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
680,1811562614,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,0,9.2,5.4,4.8,7.2,6,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
681,1811562615,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,8.5,5.5,7.3,7.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
682,1811562617,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.8,9.5,4.4,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
683,1811562619,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.8,7.5,6,6.5,7,7,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
684,1811562620,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.8,8,3.4,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
685,1811562621,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.5,8.8,5.4,7.6,7.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
686,1811562624,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,9,9.5,6.6,8.7,8.7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
687,1811562630,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.5,9,6.8,8,8,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
688,1811562631,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,10,9.5,7.3,9.3,9.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
689,1811562633,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.8,9,5.5,7.4,7.4,5.5,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
690,1811562634,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,8,5,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
691,1811562639,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,8.8,9.5,6.6,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
692,1811562642,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.3,8,6,7.3,7.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
693,1811562643,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.3,9.5,6.8,8.1,8.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
694,1811562644,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,9.5,5.9,7.8,7.8,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
695,1811562650,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9,8.8,6.7,8.5,8.5,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
696,1811562652,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,8.6,8.7,8.4,8.4,0,0,,2018.2,CE,,,,,,
697,1811562654,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.5,7.1,8.7,6.8,7,6.1,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
698,1811562656,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,8.4,0,3.4,3.4,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
699,1811562658,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,9.8,7.3,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
700,1811562659,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.5,7,6,5.8,6.2,5.6,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
701,1811562660,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.7,9.8,7.3,8.9,8.9,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
702,1811562662,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9,9,5.3,8.3,8.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
703,1811562665,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9.8,7.3,8.4,8.4,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
704,1811562666,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,8.8,8,8.3,8.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
705,1811562667,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,0,6,1.2,1.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
706,1811562669,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,7.4,6,7.2,7.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
707,1811562674,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,8,10,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
708,1811562676,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,7.6,6.7,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
709,1811562686,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,0,7.3,4.5,8.1,9.2,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
710,1811562688,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5,8,5.3,6.3,6.5,5.7,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
711,1811562689,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,4.5,8.5,8,6.8,7.3,5.8,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
712,1811562758,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.3,8.5,3.4,6.6,7,7.2,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
713,1811562759,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,5.3,8.5,4.7,6.5,6.6,5.7,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
714,1811562761,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.8,9.5,6,7.7,7.7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
715,1811562762,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,8.5,7.2,7.6,7.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
716,1811562763,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,0,9,3.5,4.3,6.5,5.5,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
717,1811562764,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,9,6.7,7.7,7.7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
718,1811562768,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,9,5.5,7.5,7.5,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
719,1811562776,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,7.5,5.3,7.1,7.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
720,1811562778,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5,9.5,6.7,7.1,7.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
721,1811562779,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,4.5,7.9,5.3,6,7.4,7.9,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
722,1811562782,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,0,7.3,4.1,7.3,8.2,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
723,1811562783,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.8,6.7,4.7,6.3,6.3,5.6,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
724,1811562785,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9,10,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
725,1811562791,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,8.3,8.7,8.1,8.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
726,1811562798,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,7.1,7.3,7.1,7.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
727,1811562800,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,7.4,7.3,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
728,1811562851,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
729,1811562854,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.8,8.8,5.4,7.7,7.7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
730,1811562903,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,10,6.1,8,8,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
731,1811563331,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,9.3,9,9.4,9.2,9.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
732,1811563332,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7,9,6.8,7.8,7.8,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
733,1811563342,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.3,8.8,4.8,7,7,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
734,1811563625,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.5,0,8,3.4,3.4,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
735,1811563668,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,9,9.5,5.9,8.6,8.6,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
736,1811563801,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.8,9.5,5.9,8.1,8.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
737,1811563804,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,0,7.3,4.7,7.7,7.6,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
738,1811563822,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.3,9,3.5,7.2,7.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
739,1811563839,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9,6.8,9.3,8.2,8.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
740,1811563861,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,9.8,4.7,8.3,8.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
741,1811563869,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,9.3,9.3,9,9,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
742,1811563885,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9.8,8,8.5,8.5,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
743,1811563915,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,8,10,8.1,8.8,8.8,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
744,1811563963,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,7.3,10,4.7,7.9,7.9,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
745,1811563969,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.8,9,4.7,7.3,7.3,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
746,1811564011,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6,8.5,2.7,6.3,6.3,4.2,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
747,1811564012,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.8,10,5.4,7.8,7.8,0,0,,2018.2,CE,,,,,,
748,1811564014,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,4,8.8,4,5.9,6.6,5.7,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
749,1811564015,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,4.3,8.8,1.5,5.5,6.4,6.4,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
750,1811564017,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,5.5,8.8,4.7,6.7,6.7,4,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
751,1811564021,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,6.3,9.2,4.7,7.1,7.1,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
752,1811564067,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,9.3,9.2,5.4,8.5,8.5,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
753,1811564869,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9.6,6.7,8.2,8.2,0,0,,2018.2,CE,2018.1,0.1,0,0.1,2,2018.1
754,1811562617,01 1ESTT-TD1,Estatística,Administração,Administração,REN - Reprovado por Nota,5.4,5,8,5.8,6.1,5.9,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
755,1811562648,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,8.4,7.9,7.3,8,8,0,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
756,1811562649,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,5.9,7,6,6.4,7,7.4,2,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
757,1811562656,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,REN - Reprovado por Nota,5,3.8,4,4.3,4.4,4.1,6,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
758,1811562658,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,7.5,7,6,7,7,0,6,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
759,1811562659,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.8,4.6,2.7,4.7,5.1,5.5,6,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
760,1811562665,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,7.6,8.3,5.3,7.4,7.4,0,4,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
761,1811562673,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,7.3,6.5,6,6.7,7.7,8.9,0,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
762,1811562676,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,REN - Reprovado por Nota,6,4.6,6,5.4,6.4,7,6,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
763,1811562757,01 1ESTT-MT1,Estatística,Administração,Administração,REN - Reprovado por Nota,6.1,6.1,4.7,5.8,5.8,0,5,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
764,1811562775,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,5.2,8,6.6,7.5,7.6,4,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
765,1811562779,01 1ESTT-TD1,Estatística,Administração,Ciências Econômicas,APM - Aprovado por média,6.9,7.1,5.3,6.7,7,7.7,6,,2018.2,MT,2018.1,0.1,0,0.1,2,2018.1
