RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO
1911563178,01 1CALC-MT1,Cálculo,Administração,Administração,APM - Aprovado por média,8.7,5.8,6,7,7,0,0,,2019.1
1911563179,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,3,1.6,8.5,3.5,3.5,0.2,0,,2019.1
1911563180,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,3.2,4.5,5.2,7,7.8,0,,2019.1
1911563181,01 1CALC-MT2,Cálculo,Administração,Administração,APM - Aprovado por média,7.9,5.7,6,6.6,7,6.7,1,,2019.1
1911563182,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.3,1.2,0,2.6,2.6,0,1,,2019.1
1911563183,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,1.5,2.5,0,1.6,1.6,0,0,,2019.1
1911563195,01 1CALC-MT2,Cálculo,Administração,Administração,APM - Aprovado por média,7.2,4.7,7,6.2,7.8,8.7,5,,2019.1
1911563199,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,APM - Aprovado por média,9.2,3.9,7,6.6,8.3,8,0,,2019.1
1911563201,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.7,4.5,5,4.7,4.7,2.8,0,,2019.1
1911563210,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,1.5,1.1,2.5,1.5,1.5,0.3,2,,2019.1
1911563213,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,6.5,2.1,7.5,4.9,5.4,3.2,0,,2019.1
1911563231,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,4,2.6,3.5,3.3,3.3,0.7,5,,2019.1
1911563233,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.8,2.5,5,4.3,6.2,7.1,0,,2019.1
1911563239,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,6,3.7,5.5,5,5.1,3.9,1,,2019.1
1911563249,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,0.4,1.3,3,1.3,1.3,0,1,,2019.1
1911563253,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.3,3.8,8.5,4.1,4.1,1.2,0,,2019.1
1911563255,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.4,1.7,4,2.4,2.4,0,0,,2019.1
1911563256,01 1CALC-MT6,Cálculo,Administração,Administração,APM - Aprovado por média,7.6,5.9,8,7,7,0,0,,2019.1
1911563261,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,3.8,1.3,4,2.8,2.8,0,0,,2019.1
1911563267,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,6,2,6,4.4,7,8.5,0,,2019.1
1911563286,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,3.2,2.9,3,3,3,1,0,,2019.1
1911563294,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,5.7,1.3,0,2.8,2.8,0,2,,2019.1
1911563323,01 1CALC-MT1,Cálculo,Administração,Administração,APM - Aprovado por média,8.1,3.7,5,5.7,7.3,7.6,0,,2019.1
1911563361,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,2.5,2.7,3,2.7,2.7,0,0,,2019.1
1911563415,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.1,3.2,0,2.9,2.9,0,0,,2019.1
1911563422,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,6.7,7.5,7.1,7.1,2.2,0,,2019.1
1911563429,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.6,2.5,3.5,2.7,2.7,0,0,,2019.1
1911563437,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,APM - Aprovado por média,8,5.7,7.5,7,7.9,8,0,,2019.1
1911563594,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,6.7,1.8,6.5,4.7,5.9,4.7,2,,2019.1
1911563595,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.2,2,5.5,3.6,4.9,5.4,0,,2019.1
1911563597,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,1.2,1,4,1.7,1.7,0,0,,2019.1
1911563598,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,6,4.5,7,5.6,7,7.9,0,,2019.1
1911563609,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,2,0.5,3,1.6,1.6,0,0,,2019.1
1911563610,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2,0.5,3.5,1.7,1.7,0,0,,2019.1
1911563616,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,2,2.2,1.5,2,2,0,0,,2019.1
1911563620,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.4,4.4,4,4.7,4.7,0,0,,2019.1
1911563625,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.1,2.4,2.5,2.3,2.3,0,0,,2019.1
1911563645,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,0.7,0,0,0.3,0.3,0,1,,2019.1
1911563670,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,0.5,1.4,0,0.8,0.8,0,0,,2019.1
1911563671,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,2.7,1.5,3,2.3,2.3,0,0,,2019.1
1911563672,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,5.5,2.5,4.5,4.1,4.3,3,0,,2019.1
1911563676,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,2,0,0,0.8,0.8,0,5,,2019.1
1911563681,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,5.2,4.5,9,5.7,5.7,0.5,0,,2019.1
1911563697,01 1CALC-MT2,Cálculo,Administração,Administração,APM - Aprovado por média,7.4,4,6,5.8,7.2,7.6,0,,2019.1
1911563705,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.9,1,0,1.6,1.6,0,0,,2019.1
1911563706,01 1CALC-MT4,Cálculo,Ciências Econômicas,Administração,APM - Aprovado por média,6.8,5.8,7.5,6.5,7.6,8.5,0,,2019.1
1911563715,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.2,3.6,2,3.5,3.5,0,0,,2019.1
1911563736,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,5.8,3,5,4.5,5.2,4.7,0,,2019.1
1911563782,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,1.5,1.3,0,1.1,1.1,0,2,,2019.1
1911563809,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,1.5,0.5,0,0.8,0.8,0,0,,2019.1
1911563840,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.1,0,5,3,3.6,1.5,1,,2019.1
1911563842,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,0,0,0,0,0,0,10,,2019.1
1911563877,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.9,2.8,6,3.5,3.5,0,1,,2019.1
1911563879,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,APM - Aprovado por média,9.3,7,6.5,7.8,7.8,0,0,,2019.1
1911563908,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.5,1,1.5,1.7,1.7,0,1,,2019.1
1911563964,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,6.2,2.9,4,4.4,4.4,2.3,2,,2019.1
1911563976,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,1,0,2.5,0.9,0.9,0,0,,2019.1
1911564133,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,9.3,8.1,8.5,8.7,8.7,0,0,,2019.1
1911564494,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,1.5,0,7.5,2.1,2.1,0,6,,2019.1
1911564769,01 1CALC-MT7,Cálculo,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.2,5.8,7.5,5.9,7,8,0,,2019.1
1911564771,01 1CALC-MT2,Cálculo,Administração,Administração,APM - Aprovado por média,7.3,5.5,6.5,6.4,7,7,2,,2019.1
1911564773,01 1CALC-MT4,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,6.3,2.9,3.5,4.4,4.4,0,0,,2019.1
1911564776,01 1CALC-MT4,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.4,4,5.5,4.5,4.9,5.2,0,,2019.1
1911564780,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,4.9,1,0,2.4,2.4,0,0,,2019.1
1911564781,01 1CALC-MT6,Cálculo,Administração,Administração,REN - Reprovado por Nota,5.6,3.1,1.5,3.8,3.8,0,0,,2019.1
1911564782,01 1CALC-MT4,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,1.2,0,0,0.5,0.5,0,0,,2019.1
1911564784,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,2.1,0.1,1.5,1.2,1.2,0,0,,2019.1
1911564787,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,1,2.4,0,1.4,1.4,0,0,,2019.1
1911564789,01 1CALC-MT1,Cálculo,Administração,Administração,REN - Reprovado por Nota,4,0,0,1.6,1.6,0,8,,2019.1
1911564791,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.8,2.5,2,3.3,3.3,0,0,,2019.1
1911564793,01 1CALC-MT2,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.3,3,2.5,3.8,3.8,1.2,1,,2019.1
1911564798,01 1CALC-MT2,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,6.6,6.3,8.5,6.9,7,6.7,1,,2019.1
1911564801,01 1CALC-MT7,Cálculo,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,7.4,8.5,8,8.5,8.5,0,,2019.1
1911564805,01 1CALC-MT2,Cálculo,Administração,Ciências Econômicas,APM - Aprovado por média,8.4,3.4,8,6.3,7,5,2,,2019.1
1911564807,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,9,7.5,7.7,7.7,0,0,,2019.1
1911564808,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.9,4.2,3.5,3.9,3.9,2.5,0,,2019.1
1911564809,01 1CALC-MT7,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.2,3.8,7,5,5,3.6,0,,2019.1
1911564811,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,1.7,1.7,2,1.8,1.8,0,0,,2019.1
1911564841,01 1CALC-MT2,Cálculo,Administração,Administração,REN - Reprovado por Nota,2,0,0,0.8,0.8,0,9,,2019.1
1911564894,01 1CALC-MT7,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,5.1,2.5,3.5,3.7,3.7,0,0,,2019.1
1911565940,01 1CALC-MT4,Cálculo,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.1,2.6,4,3.1,3.1,1.5,0,,2019.1
1911566010,01 1CALC-MT1,Cálculo,Administração,Ciências Econômicas,REN - Reprovado por Nota,2.5,3,1.5,2.5,2.5,0,2,,2019.1
1911566026,01 1CALC-MT4,Cálculo,Ciências Econômicas,Administração,REN - Reprovado por Nota,1,0.9,0,0.8,0.8,0,0,,2019.1
1811562591,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8,5.5,8,7,7,0,0,,2019.1
1811562610,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7,7,7,7,7,0,0,,2019.1
1811562614,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7,7,7,7,7,0,0,,2019.1
1811562615,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,9.1,9.1,9.1,9.1,9.1,0,0,,2019.1
1811562617,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8.1,8.1,8.1,8.1,8.1,0,0,,2019.1
1811562619,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.9,6.7,9,7.6,7.6,0,0,,2019.1
1811562620,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8.9,8.2,6,8,8,0,0,,2019.1
1811562621,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,7.6,3.9,0,4.6,4.8,4.4,0,,2019.1
1811562642,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8.1,8.1,8.1,8.1,8.1,0,0,,2019.1
1811562648,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.1
1811562649,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,8,5.5,5,6.4,7.4,7.9,0,,2019.1
1811562654,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,8.1,6.8,7,7.4,7.4,0,0,,2019.1
1811562659,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.1
1811562662,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,8.8,8.8,8.8,8.8,8.8,0,0,,2019.1
1811562667,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,1.2,0,0,0.5,0.5,0,0,,2019.1
1811562669,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,7.4,3.2,6,5.4,5.8,4,0,,2019.1
1811562674,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.1
1811562676,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,6,4.1,5.5,5.1,5.2,4.3,0,,2019.1
1811562759,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8.4,8.4,8.4,8.4,8.4,0,0,,2019.1
1811562775,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,6.2,5,6.6,7,7.2,0,,2019.1
1811562776,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,7.6,7.7,7,7.5,7.5,0,0,,2019.1
1811562779,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.8,4.8,7.5,6.1,7.6,8.4,0,,2019.1
1811562782,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,7.2,7.2,7.2,7.2,0,0,,2019.1
1811562783,02 1CDVV-MT4,Cálculo de várias variáveis,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.5,6.9,6.5,5.9,6.2,5.4,0,,2019.1
1811562784,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Ciências Econômicas,APM - Aprovado por média,7.4,7.4,7.4,7.4,7.4,0,0,,2019.1
1811563969,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.8,7.8,7.8,7.8,7.8,0,0,,2019.1
1811564012,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,8.3,8.3,8.3,8.3,8.3,0,0,,2019.1
1811564015,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,4.9,5.8,5,5.3,7,9.2,0,,2019.1
1811564021,2019-1CDVV-DP02,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,7.7,7.7,7.7,7.7,7.7,0,0,,2019.1
1821560072,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,4.2,1.6,4.5,3.2,3.2,0,0,,2019.1
1821568501,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.3,1.2,3.5,2.1,2.1,0,0,,2019.1
1821568508,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,3.6,0.8,0,1.8,1.8,0,0,,2019.1
1821568638,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,2.3,6,8,4.9,7.5,8.7,0,,2019.1
1821568658,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.1,5.2,4,4.1,4.1,0,0,,2019.1
1821568662,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.3,5.9,7,4.7,5.9,5.3,0,,2019.1
1821568666,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.5,7.2,7.5,6.6,7.9,8.7,0,,2019.1
1821568669,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.9,1.9,5,2.9,2.9,0,0,,2019.1
1821568723,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.3,0,0,0.1,0.1,0,0,,2019.1
1821568730,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,7.9,0.3,1.5,3.6,3.6,0,0,,2019.1
1821568737,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.6,0,0,0.2,0.2,0,0,,2019.1
1821568742,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,2.1,0,0,0.8,0.8,0,0,,2019.1
1821568786,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.8,2.2,7,3.4,4.6,5.1,0,,2019.1
1821568807,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.6,0,0,0.2,0.2,0,0,,2019.1
1821568809,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,1.4,0,0,0.6,0.6,0,0,,2019.1
1821568832,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,0.7,1.7,4.5,1.9,2,1,0,,2019.1
1821568842,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,APM - Aprovado por média,5.7,6.5,8.5,6.6,7,6.8,0,,2019.1
1821568849,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,5.3,0.8,4.5,3.3,3.3,0,0,,2019.1
1821568857,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,5.9,0,0,2.4,2.4,0,0,,2019.1
1821569014,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5,1.5,3,3.2,3.2,0,0,,2019.1
1821569016,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.9,7.7,9,8,8,0,0,,2019.1
1821569023,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,3.8,0.3,0,1.6,1.6,0,0,,2019.1
1821569939,02 1CDVV-MT2,Cálculo de várias variáveis,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.1,5.4,3.5,4.5,4.5,0,0,,2019.1
1821569978,02 1CDVV-MT1,Cálculo de várias variáveis,Administração,Administração,REN - Reprovado por Nota,4.2,1,2.5,2.6,2.6,0,0,,2019.1
1811562648,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Ciências Econômicas,APM - Aprovado por média,7.7,8.5,7.5,8,8,0,17,,2019.1
1811562659,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.6,7.1,5.5,6.6,7,7.6,5,,2019.1
1811563965,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,5.2,6.4,3.5,5.3,5.3,0,12,,2019.1
1811564015,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,6.6,6.7,4.5,6.2,6.2,6.2,9,,2019.1
1821560072,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.9,7,7,6.6,7,6.9,0,,2019.1
1821568468,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,9.6,5,8.1,8.1,0,4,,2019.1
1821568494,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,8.1,7,6,7.2,7.2,0,11,,2019.1
1821568501,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,8.9,7,7.9,7.9,0,3,,2019.1
1821568508,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.5,8.4,7.5,7.1,7.1,0,8,,2019.1
1821568594,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,7.5,1.5,1.5,0,0,,2019.1
1821568621,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,REF - Reprovado por Falta,5.6,5.3,5,5.4,5.4,5.5,26,,2019.1
1821568628,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.9,7.4,6,6.5,7,7,8,,2019.1
1821568638,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.9,7.4,5,7.5,7.5,0,8,,2019.1
1821568658,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.8,8.6,7.5,8.1,8.1,0,0,,2019.1
1821568662,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.3,8.7,5,7,7,0,0,,2019.1
1821568669,02 1CIPS-MT2,Ciências Políticas e Sociais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,8.4,4.5,7.1,7.1,0,1,,2019.1
1821568723,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REF - Reprovado por Falta,2.5,5.9,4.5,4.3,4.3,0,25,,2019.1
1821568727,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,5.9,8.4,4.5,6.6,6.6,4.6,8,,2019.1
1821568730,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,8.9,7.8,4.5,7.6,7.6,0,8,,2019.1
1821568737,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REF - Reprovado por Falta,5.2,5,7,5.5,5.5,0,21,,2019.1
1821568742,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,REN - Reprovado por Nota,3.7,6.9,5,5.2,5.9,5.4,6,,2019.1
1821568750,02 1CIPS-MT1,Ciências Políticas e Sociais,Administração,Administração,APM - Aprovado por média,5.6,9.5,4.5,6.9,7.7,7.6,7,,2019.1
